2.031746031746048051e-02,0.000000000000000000e+00
2.321995464852607757e-02,0.000000000000000000e+00
2.612244897959183770e-02,0.000000000000000000e+00
2.902494331065759783e-02,0.000000000000000000e+00
3.192743764172335796e-02,0.000000000000000000e+00
3.482993197278911462e-02,0.000000000000000000e+00
3.773242630385487822e-02,0.000000000000000000e+00
4.063492063492063489e-02,0.000000000000000000e+00
4.353741496598639849e-02,0.000000000000000000e+00
4.643990929705215515e-02,0.000000000000000000e+00
4.934240362811791181e-02,0.000000000000000000e+00
5.224489795918367541e-02,0.000000000000000000e+00
5.514739229024943901e-02,0.000000000000000000e+00
5.804988662131518873e-02,0.000000000000000000e+00
6.095238095238095233e-02,0.000000000000000000e+00
6.385487528344671593e-02,0.000000000000000000e+00
6.675736961451247953e-02,0.000000000000000000e+00
6.965986394557822925e-02,0.000000000000000000e+00
7.256235827664399285e-02,0.000000000000000000e+00
7.546485260770975645e-02,0.000000000000000000e+00
7.836734693877550617e-02,0.000000000000000000e+00
8.126984126984126977e-02,0.000000000000000000e+00
8.417233560090703337e-02,0.000000000000000000e+00
8.707482993197279697e-02,0.000000000000000000e+00
8.997732426303856057e-02,0.000000000000000000e+00
9.287981859410431029e-02,0.000000000000000000e+00
9.578231292517007389e-02,0.000000000000000000e+00
9.868480725623583749e-02,0.000000000000000000e+00
1.015873015873015872e-01,0.000000000000000000e+00
1.044897959183673508e-01,0.000000000000000000e+00
1.073922902494331144e-01,8.800000000000000000e+02
1.102947845804988780e-01,8.800000000000000000e+02
1.131972789115646277e-01,8.800000000000000000e+02
1.160997732426303913e-01,8.800000000000000000e+02
1.190022675736961549e-01,8.800000000000000000e+02
1.219047619047619047e-01,8.800000000000000000e+02
1.248072562358276683e-01,8.800000000000000000e+02
1.277097505668934319e-01,8.800000000000000000e+02
1.306122448979591955e-01,8.800000000000000000e+02
1.335147392290249313e-01,8.800000000000000000e+02
1.364172335600906949e-01,8.800000000000000000e+02
1.393197278911564585e-01,8.800000000000000000e+02
1.422222222222222221e-01,8.800000000000000000e+02
1.451247165532879857e-01,8.800000000000000000e+02
1.480272108843537493e-01,8.800000000000000000e+02
1.509297052154195129e-01,8.800000000000000000e+02
1.538321995464852765e-01,8.800000000000000000e+02
1.567346938775510401e-01,8.800000000000000000e+02
1.596371882086167759e-01,8.800000000000000000e+02
1.625396825396825395e-01,8.850977783203125000e+02
1.654421768707483031e-01,8.800000000000000000e+02
1.683446712018140667e-01,8.800000000000000000e+02
1.712471655328798303e-01,8.800000000000000000e+02
1.741496598639455939e-01,8.800000000000000000e+02
1.770521541950113575e-01,8.800000000000000000e+02
